"pi_win1","pi_win2","pi_win3","pi_win4","pi_win5","pi_win6","pi_win7","pi_win8","pi_win9","pi_win10","pi_win11","thetaW_win1","thetaW_win2","thetaW_win3","thetaW_win4","thetaW_win5","thetaW_win6","thetaW_win7","thetaW_win8","thetaW_win9","thetaW_win10","thetaW_win11","tajD_win1","tajD_win2","tajD_win3","tajD_win4","tajD_win5","tajD_win6","tajD_win7","tajD_win8","tajD_win9","tajD_win10","tajD_win11","ZnS_win1","ZnS_win2","ZnS_win3","ZnS_win4","ZnS_win5","ZnS_win6","ZnS_win7","ZnS_win8","ZnS_win9","ZnS_win10","ZnS_win11","Omega_win1","Omega_win2","Omega_win3","Omega_win4","Omega_win5","Omega_win6","Omega_win7","Omega_win8","Omega_win9","Omega_win10","Omega_win11"
1.1555744726678e-06,5.35636487235148e-08,1.40073496505242e-08,1.94805768415549e-08,3.50807183590743e-08,3.57661951978343e-07,7.04706188258357e-08,1.25975789787078e-07,6.71260311138429e-08,1.94148761939821e-07,2.5510195047969e-07,0.0169805348944817,0.00352188871885547,0.0019286533460399,0.00251563479918248,0.00268334378579465,0.010188320936689,0.00477970611844671,0.00578596003811971,0.00356381596550852,0.00586981453142579,0.00637294149126229,0.036749059020877,-0.00108471834709787,-0.000512933234281765,-0.00166297574285948,-0.000491335890723735,-0.00604692431388361,-0.00554669319799749,-0.00288827581654151,0.000327013898180686,0.00413289554564581,0.0133230839408552,0.00888905463145043,0.00220320601179317,0.00139539721367222,0.00158273755468785,0.00213773766118574,0.00741761517375264,0.00338933895700204,0.00416255962873263,0.00178163503217611,0.00425972939461213,0.0047085208214686,0.00222721679531279,0.000551105108232744,0.000348971055888861,0.000395841037457521,0.000534720239130967,0.00185785113318676,0.000848053527598104,0.00104172434353785,0.000445607264903475,0.00106606804242948,0.00117851801949931
